areaCode,areaName,areaType,date,newCasesBySpecimenDate,newDeaths28DaysByDeathDate,newPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate
E12000008,South East,region,02/01/2022,18275,15,1758,2794
E12000008,South East,region,01/01/2022,13153,18,352,517
E12000008,South East,region,31/12/2021,20071,20,2373,3797
E12000008,South East,region,30/12/2021,26112,15,4416,6454
E12000008,South East,region,29/12/2021,31300,13,4206,6448
E12000008,South East,region,28/12/2021,23415,17,3500,4805
E12000008,South East,region,27/12/2021,22000,17,2422,3407
E12000008,South East,region,26/12/2021,14304,10,127,193
E12000008,South East,region,25/12/2021,9526,16,29,34
E12000008,South East,region,24/12/2021,17951,14,1226,1926
E12000008,South East,region,23/12/2021,20785,15,4187,6318
E12000008,South East,region,22/12/2021,21242,13,4885,7727
E12000008,South East,region,21/12/2021,20565,12,4404,6920
E12000008,South East,region,20/12/2021,19219,9,4227,6205
E12000008,South East,region,19/12/2021,13292,8,4383,5589
E12000008,South East,region,18/12/2021,13371,14,5044,6630
E12000008,South East,region,17/12/2021,14313,12,4122,5660
E12000008,South East,region,16/12/2021,15484,15,4001,5176
E12000008,South East,region,15/12/2021,16689,14,3555,5161
E12000008,South East,region,14/12/2021,15683,21,2821,4367
E12000008,South East,region,13/12/2021,13344,12,2807,3928
E12000008,South East,region,12/12/2021,8568,7,2698,3859
E12000008,South East,region,11/12/2021,7987,11,3583,5981
E12000008,South East,region,10/12/2021,8692,11,2560,4282
E12000008,South East,region,09/12/2021,9338,21,3130,4736
E12000008,South East,region,08/12/2021,9772,11,2442,4043
E12000008,South East,region,07/12/2021,9619,11,2553,3711
E12000008,South East,region,06/12/2021,10123,16,2261,3447
E12000008,South East,region,05/12/2021,7305,14,2410,3874
E12000008,South East,region,04/12/2021,7166,15,3959,6152
E12000008,South East,region,03/12/2021,8355,18,2914,4489
E12000008,South East,region,02/12/2021,9198,15,2816,4319
E12000008,South East,region,01/12/2021,10266,13,2843,4565
E12000008,South East,region,30/11/2021,10139,16,3031,4453
E12000008,South East,region,29/11/2021,10332,8,2719,3881
E12000008,South East,region,28/11/2021,7353,13,2649,4043
E12000008,South East,region,27/11/2021,6599,11,3410,6116
E12000008,South East,region,26/11/2021,7204,16,2781,3923
E12000008,South East,region,25/11/2021,8005,11,2852,3650
E12000008,South East,region,24/11/2021,8554,17,2620,3317
E12000008,South East,region,23/11/2021,8815,13,3319,3023
E12000008,South East,region,22/11/2021,9094,12,2388,2394
E12000008,South East,region,21/11/2021,6935,9,1871,1870
E12000008,South East,region,20/11/2021,6243,13,3749,3523
E12000008,South East,region,19/11/2021,6894,14,3903,2749
E12000008,South East,region,18/11/2021,7483,13,3962,2670
E12000008,South East,region,17/11/2021,7371,16,3848,2572
E12000008,South East,region,16/11/2021,7374,16,3943,2093
E12000008,South East,region,15/11/2021,8356,16,3855,2111
E12000008,South East,region,14/11/2021,5770,13,2193,1541
E12000008,South East,region,13/11/2021,5453,16,4480,3802
E12000008,South East,region,12/11/2021,5763,14,6216,2494
E12000008,South East,region,11/11/2021,6410,9,5244,2690
E12000008,South East,region,10/11/2021,6643,15,6272,2934
E12000008,South East,region,09/11/2021,6127,14,6335,2565
E12000008,South East,region,08/11/2021,6215,19,6243,2428
E12000008,South East,region,07/11/2021,4451,20,2228,1635
E12000008,South East,region,06/11/2021,3846,20,4506,3831
E12000008,South East,region,05/11/2021,4291,21,8061,2772
E12000008,South East,region,04/11/2021,4662,14,7374,2430
E12000008,South East,region,03/11/2021,4942,11,7375,2571
E12000008,South East,region,02/11/2021,5345,19,7435,2478
E12000008,South East,region,01/11/2021,6477,24,6536,2398
E12000008,South East,region,31/10/2021,5110,20,3464,1628
E12000008,South East,region,30/10/2021,5076,20,5683,3802
E12000008,South East,region,29/10/2021,6173,16,5367,2805
E12000008,South East,region,28/10/2021,6012,21,5810,3101
E12000008,South East,region,27/10/2021,6448,15,5919,3251
E12000008,South East,region,26/10/2021,6214,15,4744,3196
E12000008,South East,region,25/10/2021,6944,11,4345,2700
E12000008,South East,region,24/10/2021,5277,10,3556,1933
E12000008,South East,region,23/10/2021,5620,13,4690,4592
E12000008,South East,region,22/10/2021,6580,8,8394,3074
E12000008,South East,region,21/10/2021,7205,10,9056,3118
E12000008,South East,region,20/10/2021,7699,14,7867,3178
E12000008,South East,region,19/10/2021,8139,13,7723,3550
E12000008,South East,region,18/10/2021,8638,10,7482,3181
E12000008,South East,region,17/10/2021,6520,10,1294,2328
E12000008,South East,region,16/10/2021,5673,5,2317,4903
E12000008,South East,region,15/10/2021,6437,14,7861,3510
E12000008,South East,region,14/10/2021,6385,13,9060,3554
E12000008,South East,region,13/10/2021,6493,9,7144,3481
E12000008,South East,region,12/10/2021,6533,5,8175,3874
E12000008,South East,region,11/10/2021,6818,10,7348,3507
E12000008,South East,region,10/10/2021,5135,8,1264,2898
E12000008,South East,region,09/10/2021,4539,7,2418,5029
E12000008,South East,region,08/10/2021,4810,6,6281,3627
E12000008,South East,region,07/10/2021,4784,12,6901,3755
E12000008,South East,region,06/10/2021,4914,9,6526,4008
E12000008,South East,region,05/10/2021,4940,7,6893,3423
E12000008,South East,region,04/10/2021,5674,9,5510,3825
E12000008,South East,region,03/10/2021,4276,9,1620,2761
E12000008,South East,region,02/10/2021,3528,5,2453,5217
E12000008,South East,region,01/10/2021,3544,5,6197,4031
E12000008,South East,region,30/09/2021,3826,5,7121,5185
E12000008,South East,region,29/09/2021,4201,12,6935,4982
E12000008,South East,region,28/09/2021,4180,10,7543,5106
E12000008,South East,region,27/09/2021,5461,9,5044,4850
E12000008,South East,region,26/09/2021,4422,8,1347,3215
E12000008,South East,region,25/09/2021,3437,8,2464,7126
E12000008,South East,region,24/09/2021,3506,12,5075,7323
E12000008,South East,region,23/09/2021,3787,10,4362,6816
E12000008,South East,region,22/09/2021,4058,7,2708,6424
E12000008,South East,region,21/09/2021,4456,15,1913,6553
E12000008,South East,region,20/09/2021,4593,7,2144,7438
E12000008,South East,region,19/09/2021,3525,5,1123,4597
E12000008,South East,region,18/09/2021,2883,11,3631,12683
E12000008,South East,region,17/09/2021,3117,15,2208,8523
E12000008,South East,region,16/09/2021,2858,9,2422,9889
E12000008,South East,region,15/09/2021,3168,12,2421,9046
E12000008,South East,region,14/09/2021,3187,4,2312,9084
E12000008,South East,region,13/09/2021,3384,11,1854,8826
E12000008,South East,region,12/09/2021,2473,9,1480,6476
E12000008,South East,region,11/09/2021,2286,17,3806,14672
E12000008,South East,region,10/09/2021,2870,11,3084,13345
E12000008,South East,region,09/09/2021,3214,17,2655,14163
E12000008,South East,region,08/09/2021,3365,14,2736,13247
E12000008,South East,region,07/09/2021,3744,16,2434,11799
E12000008,South East,region,06/09/2021,4534,17,2398,11207
E12000008,South East,region,05/09/2021,3370,14,2504,11301
E12000008,South East,region,04/09/2021,3468,16,5677,20631
E12000008,South East,region,03/09/2021,4233,13,4957,16963
E12000008,South East,region,02/09/2021,4742,4,5229,16493
E12000008,South East,region,01/09/2021,5084,5,5790,17294
E12000008,South East,region,31/08/2021,5406,8,6558,19057
E12000008,South East,region,30/08/2021,3729,8,2609,8664
E12000008,South East,region,29/08/2021,2792,10,3115,11433
E12000008,South East,region,28/08/2021,3028,12,7044,20261
E12000008,South East,region,27/08/2021,3551,10,6728,19421
E12000008,South East,region,26/08/2021,3703,10,6999,20885
E12000008,South East,region,25/08/2021,4073,11,9908,20901
E12000008,South East,region,24/08/2021,4171,13,8387,21112
E12000008,South East,region,23/08/2021,4582,11,6440,17032
E12000008,South East,region,22/08/2021,3347,12,5364,14993
E12000008,South East,region,21/08/2021,3459,7,11319,31485
E12000008,South East,region,20/08/2021,4059,10,9003,24953
E12000008,South East,region,19/08/2021,4502,8,8288,26758
E12000008,South East,region,18/08/2021,5019,10,5421,22568
E12000008,South East,region,17/08/2021,5195,20,5979,20341
E12000008,South East,region,16/08/2021,4741,8,4544,18323
E12000008,South East,region,15/08/2021,3124,7,3414,15997
E12000008,South East,region,14/08/2021,3354,1,7519,32443
E12000008,South East,region,13/08/2021,3872,5,4269,23766
E12000008,South East,region,12/08/2021,4095,5,4812,28523
E12000008,South East,region,11/08/2021,4546,7,4642,23964
E12000008,South East,region,10/08/2021,4070,1,3983,21222
E12000008,South East,region,09/08/2021,3914,5,3138,19406
E12000008,South East,region,08/08/2021,2938,5,2750,18299
E12000008,South East,region,07/08/2021,2893,6,4314,33404
E12000008,South East,region,06/08/2021,3502,13,3399,23295
E12000008,South East,region,05/08/2021,3856,7,3469,24564
E12000008,South East,region,04/08/2021,4064,3,3601,21391
E12000008,South East,region,03/08/2021,3755,10,3460,20149
E12000008,South East,region,02/08/2021,3657,9,3245,17306
E12000008,South East,region,01/08/2021,2611,5,2429,13069
E12000008,South East,region,31/07/2021,2495,8,4860,29990
E12000008,South East,region,30/07/2021,3091,7,4426,24010
E12000008,South East,region,29/07/2021,3430,12,4670,23998
E12000008,South East,region,28/07/2021,3665,10,4565,20913
E12000008,South East,region,27/07/2021,3514,3,4329,18316
E12000008,South East,region,26/07/2021,3415,7,4447,18952
E12000008,South East,region,25/07/2021,2649,9,2507,15437
E12000008,South East,region,24/07/2021,2739,5,6251,33225
E12000008,South East,region,23/07/2021,3234,6,5916,30228
E12000008,South East,region,22/07/2021,3625,2,5445,24375
E12000008,South East,region,21/07/2021,4285,5,5785,25564
E12000008,South East,region,20/07/2021,4913,3,5946,25732
E12000008,South East,region,19/07/2021,5731,6,5614,19138
E12000008,South East,region,18/07/2021,4604,1,4008,17867
E12000008,South East,region,17/07/2021,4806,4,10359,36511
E12000008,South East,region,16/07/2021,6982,3,8541,31204
E12000008,South East,region,15/07/2021,7940,6,7830,28981
E12000008,South East,region,14/07/2021,6600,2,7988,27293
E12000008,South East,region,13/07/2021,5285,2,9197,22167
E12000008,South East,region,12/07/2021,4945,4,8254,20352
E12000008,South East,region,11/07/2021,3414,1,6467,15104
E12000008,South East,region,10/07/2021,3067,2,15849,31663
E12000008,South East,region,09/07/2021,3465,4,15656,24138
E12000008,South East,region,08/07/2021,3432,3,14299,22170
E12000008,South East,region,07/07/2021,3827,1,12349,18933
E12000008,South East,region,06/07/2021,3562,1,13314,18573
E12000008,South East,region,05/07/2021,3525,5,11266,19798
E12000008,South East,region,04/07/2021,2508,1,11518,15437
E12000008,South East,region,03/07/2021,2516,2,21696,32794
E12000008,South East,region,02/07/2021,2559,1,19511,25447
E12000008,South East,region,01/07/2021,2759,2,19913,26929
E12000008,South East,region,30/06/2021,2653,0,18527,20877
E12000008,South East,region,29/06/2021,2612,0,18357,17835
E12000008,South East,region,28/06/2021,2606,0,17046,16387
E12000008,South East,region,27/06/2021,1873,0,16631,13031
E12000008,South East,region,26/06/2021,1536,1,35221,33067
E12000008,South East,region,25/06/2021,1602,4,26491,21372
E12000008,South East,region,24/06/2021,1555,1,32595,20652
E12000008,South East,region,23/06/2021,1432,0,28309,20660
E12000008,South East,region,22/06/2021,1269,1,26489,19478
E12000008,South East,region,21/06/2021,1106,0,17474,16639
E12000008,South East,region,20/06/2021,763,1,21122,13342
E12000008,South East,region,19/06/2021,614,1,44962,32793
E12000008,South East,region,18/06/2021,856,1,31541,30587
E12000008,South East,region,17/06/2021,844,1,32999,31892
E12000008,South East,region,16/06/2021,963,0,27333,30810
E12000008,South East,region,15/06/2021,867,1,25457,29802
E12000008,South East,region,14/06/2021,856,0,18339,27753
E12000008,South East,region,13/06/2021,576,3,17866,23019
E12000008,South East,region,12/06/2021,520,0,37011,47517
E12000008,South East,region,11/06/2021,613,0,26788,43363
E12000008,South East,region,10/06/2021,689,4,28429,43353
E12000008,South East,region,09/06/2021,648,0,25824,44071
E12000008,South East,region,08/06/2021,580,2,21960,40666
E12000008,South East,region,07/06/2021,614,0,14593,43489
E12000008,South East,region,06/06/2021,477,2,14979,33872
E12000008,South East,region,05/06/2021,408,0,30909,70102
E12000008,South East,region,04/06/2021,493,2,24746,56296
E12000008,South East,region,03/06/2021,531,0,27105,58121
E12000008,South East,region,02/06/2021,562,0,20425,48711
E12000008,South East,region,01/06/2021,475,0,9383,49520
E12000008,South East,region,31/05/2021,368,0,11005,29109
E12000008,South East,region,30/05/2021,317,0,15926,35018
E12000008,South East,region,29/05/2021,286,0,28484,70106
E12000008,South East,region,28/05/2021,331,1,31877,65432
E12000008,South East,region,27/05/2021,350,1,40725,57716
E12000008,South East,region,26/05/2021,349,0,35723,55447
E12000008,South East,region,25/05/2021,287,1,25711,56254
E12000008,South East,region,24/05/2021,306,0,13407,44747
E12000008,South East,region,23/05/2021,222,1,17022,38247
E12000008,South East,region,22/05/2021,149,0,34325,93051
E12000008,South East,region,21/05/2021,185,0,34319,66886
E12000008,South East,region,20/05/2021,166,1,42144,58367
E12000008,South East,region,19/05/2021,190,0,41481,49349
E12000008,South East,region,18/05/2021,177,0,27498,38720
E12000008,South East,region,17/05/2021,203,0,13216,34720
E12000008,South East,region,16/05/2021,144,0,15786,27776
E12000008,South East,region,15/05/2021,130,0,33310,64925
E12000008,South East,region,14/05/2021,138,0,32290,54614
E12000008,South East,region,13/05/2021,184,0,29137,67690
E12000008,South East,region,12/05/2021,185,0,22177,65973
E12000008,South East,region,11/05/2021,155,2,16847,45832
E12000008,South East,region,10/05/2021,216,0,14934,25890
E12000008,South East,region,09/05/2021,181,1,17722,23863
E12000008,South East,region,08/05/2021,124,2,26854,77451
E12000008,South East,region,07/05/2021,174,2,19154,68039
E12000008,South East,region,06/05/2021,203,2,16278,63761
E12000008,South East,region,05/05/2021,222,0,17894,53499
E12000008,South East,region,04/05/2021,201,1,20607,32667
E12000008,South East,region,03/05/2021,203,0,9862,20341
E12000008,South East,region,02/05/2021,150,3,12363,26417
E12000008,South East,region,01/05/2021,134,1,22639,61284
E12000008,South East,region,30/04/2021,154,2,22291,64688
E12000008,South East,region,29/04/2021,198,2,18457,74174
E12000008,South East,region,28/04/2021,269,0,16652,58293
E12000008,South East,region,27/04/2021,211,1,13762,45068
E12000008,South East,region,26/04/2021,266,0,14272,38727
E12000008,South East,region,25/04/2021,240,0,13552,36097
E12000008,South East,region,24/04/2021,143,2,24479,85612
E12000008,South East,region,23/04/2021,214,1,19934,65292
E12000008,South East,region,22/04/2021,254,1,21450,54872
E12000008,South East,region,21/04/2021,291,2,21175,49924
E12000008,South East,region,20/04/2021,224,1,17929,42575
E12000008,South East,region,19/04/2021,268,3,18416,29001
E12000008,South East,region,18/04/2021,295,1,12262,28092
E12000008,South East,region,17/04/2021,169,0,20751,79300
E12000008,South East,region,16/04/2021,214,0,17590,68498
E12000008,South East,region,15/04/2021,209,1,16189,49988
E12000008,South East,region,14/04/2021,244,1,12467,37996
E12000008,South East,region,13/04/2021,237,3,6589,33729
E12000008,South East,region,12/04/2021,253,3,3617,20334
E12000008,South East,region,11/04/2021,198,1,3743,21265
E12000008,South East,region,10/04/2021,228,1,10010,72819
E12000008,South East,region,09/04/2021,253,0,7914,63475
E12000008,South East,region,08/04/2021,312,6,6334,59635
E12000008,South East,region,07/04/2021,325,1,7207,57185
E12000008,South East,region,06/04/2021,324,3,7898,22584
E12000008,South East,region,05/04/2021,205,2,1357,6417
E12000008,South East,region,04/04/2021,207,5,2187,3054
E12000008,South East,region,03/04/2021,214,4,7801,23782
E12000008,South East,region,02/04/2021,223,5,10713,32122
E12000008,South East,region,01/04/2021,304,3,17152,58046
E12000008,South East,region,31/03/2021,360,7,27738,50211
E12000008,South East,region,30/03/2021,310,6,26646,37101
E12000008,South East,region,29/03/2021,358,4,25581,20409
E12000008,South East,region,28/03/2021,498,3,31864,16003
E12000008,South East,region,27/03/2021,327,3,62402,37588
E12000008,South East,region,26/03/2021,374,5,49894,36620
E12000008,South East,region,25/03/2021,484,3,46296,39855
E12000008,South East,region,24/03/2021,624,4,41652,36156
E12000008,South East,region,23/03/2021,440,4,43411,26305
E12000008,South East,region,22/03/2021,500,8,48043,12393
E12000008,South East,region,21/03/2021,510,3,57843,6876
E12000008,South East,region,20/03/2021,339,6,130575,9707
E12000008,South East,region,19/03/2021,423,14,101988,13705
E12000008,South East,region,18/03/2021,451,8,84139,16650
E12000008,South East,region,17/03/2021,482,4,72785,15129
E12000008,South East,region,16/03/2021,458,10,65935,10201
E12000008,South East,region,15/03/2021,573,14,60130,5112
E12000008,South East,region,14/03/2021,373,13,40237,2555
E12000008,South East,region,13/03/2021,348,12,89776,8046
E12000008,South East,region,12/03/2021,463,12,57074,13200
E12000008,South East,region,11/03/2021,504,17,22354,9911
E12000008,South East,region,10/03/2021,520,10,28475,12292
E12000008,South East,region,09/03/2021,548,18,28883,8539
E12000008,South East,region,08/03/2021,583,14,28066,4412
E12000008,South East,region,07/03/2021,372,12,24401,1533
E12000008,South East,region,06/03/2021,416,16,66846,3095
E12000008,South East,region,05/03/2021,466,21,78414,4179
E12000008,South East,region,04/03/2021,466,24,40145,7645
E12000008,South East,region,03/03/2021,538,20,30220,8217
E12000008,South East,region,02/03/2021,593,26,25074,6428
E12000008,South East,region,01/03/2021,566,31,22895,1691
E12000008,South East,region,28/02/2021,453,21,29076,1313
E12000008,South East,region,27/02/2021,455,33,59196,2113
E12000008,South East,region,26/02/2021,614,22,69284,2557
E12000008,South East,region,25/02/2021,758,35,70622,2847
E12000008,South East,region,24/02/2021,810,34,61105,2541
E12000008,South East,region,23/02/2021,853,38,43092,1706
E12000008,South East,region,22/02/2021,1093,43,24826,1456
E12000008,South East,region,21/02/2021,776,42,15844,230
E12000008,South East,region,20/02/2021,827,48,50881,202
E12000008,South East,region,19/02/2021,1035,44,47701,587
E12000008,South East,region,18/02/2021,1135,57,71387,668
E12000008,South East,region,17/02/2021,1128,54,65573,787
E12000008,South East,region,16/02/2021,1211,56,47112,693
E12000008,South East,region,15/02/2021,1387,72,36212,173
E12000008,South East,region,14/02/2021,833,69,30901,164
E12000008,South East,region,13/02/2021,942,61,74859,525
E12000008,South East,region,12/02/2021,1293,66,70914,1210
E12000008,South East,region,11/02/2021,1295,76,61180,1029
E12000008,South East,region,10/02/2021,1435,86,56672,820
E12000008,South East,region,09/02/2021,1515,76,53134,652
E12000008,South East,region,08/02/2021,1691,98,42973,493
E12000008,South East,region,07/02/2021,1238,79,40135,44
E12000008,South East,region,06/02/2021,1236,111,86203,117
E12000008,South East,region,05/02/2021,1854,107,65766,457
E12000008,South East,region,04/02/2021,2159,88,62146,431
E12000008,South East,region,03/02/2021,2376,129,56210,580
E12000008,South East,region,02/02/2021,2548,127,50876,301
E12000008,South East,region,01/02/2021,2861,158,44908,261
E12000008,South East,region,31/01/2021,1716,139,46566,258
E12000008,South East,region,30/01/2021,2158,159,70320,460
E12000008,South East,region,29/01/2021,2856,167,75067,402
E12000008,South East,region,28/01/2021,3185,205,49969,320
E12000008,South East,region,27/01/2021,3336,204,34101,124
E12000008,South East,region,26/01/2021,3726,202,33028,118
E12000008,South East,region,25/01/2021,4514,214,27412,198
E12000008,South East,region,24/01/2021,2257,187,27064,186
E12000008,South East,region,23/01/2021,3202,231,70056,120
E12000008,South East,region,22/01/2021,4231,233,70343,103
E12000008,South East,region,21/01/2021,4553,226,55671,164
E12000008,South East,region,20/01/2021,4915,226,43812,151
E12000008,South East,region,19/01/2021,5756,285,41552,199
E12000008,South East,region,18/01/2021,6750,274,21810,224
E12000008,South East,region,17/01/2021,4121,255,19808,54
E12000008,South East,region,16/01/2021,4402,250,40067,110
E12000008,South East,region,15/01/2021,6178,230,49353,385
E12000008,South East,region,14/01/2021,6732,242,40128,1037
E12000008,South East,region,13/01/2021,6902,235,36229,2442
E12000008,South East,region,12/01/2021,7389,261,24752,2125
E12000008,South East,region,11/01/2021,9101,201,15640,2378
E12000008,South East,region,10/01/2021,5506,191,18278,6888
E12000008,South East,region,09/01/2021,6011,175,38128,13226
E12000008,South East,region,08/01/2021,7507,204,38936,11430
E12000008,South East,region,07/01/2021,8120,191,31766,10894
E12000008,South East,region,06/01/2021,8725,195,13910,10848
E12000008,South East,region,05/01/2021,10614,160,9654,6171
E12000008,South East,region,04/01/2021,12814,166,5668,1091
E12000008,South East,region,03/01/2021,8545,139,2843,464
E12000008,South East,region,02/01/2021,9747,139,3987,632
E12000008,South East,region,01/01/2021,5639,118,6140,64
E12000008,South East,region,31/12/2020,8654,141,13051,470
E12000008,South East,region,30/12/2020,12370,145,15432,471
E12000008,South East,region,29/12/2020,14954,121,7253,368
E12000008,South East,region,28/12/2020,8068,124,1807,2
E12000008,South East,region,27/12/2020,8160,134,942,0
E12000008,South East,region,26/12/2020,7503,112,216,2
E12000008,South East,region,25/12/2020,2514,121,18,1
E12000008,South East,region,24/12/2020,5823,99,5780,0
E12000008,South East,region,23/12/2020,7153,103,15685,6
E12000008,South East,region,22/12/2020,8532,99,15692,8
E12000008,South East,region,21/12/2020,9038,111,9019,9
E12000008,South East,region,20/12/2020,6111,85,11770,11
E12000008,South East,region,19/12/2020,4028,78,17146,2
E12000008,South East,region,18/12/2020,6344,64,13702,22
E12000008,South East,region,17/12/2020,6019,82,13904,15
E12000008,South East,region,16/12/2020,6134,74,13453,13
E12000008,South East,region,15/12/2020,6135,69,8249,4
E12000008,South East,region,14/12/2020,6088,67,1948,5
E12000008,South East,region,13/12/2020,3726,68,858,16
E12000008,South East,region,12/12/2020,3344,54,1578,2
E12000008,South East,region,11/12/2020,4134,68,2109,9
E12000008,South East,region,10/12/2020,3644,49,1688,10
E12000008,South East,region,09/12/2020,3286,55,1431,25
E12000008,South East,region,08/12/2020,3186,63,1223,8
E12000008,South East,region,07/12/2020,3332,37,,
E12000008,South East,region,06/12/2020,2062,45,,
E12000008,South East,region,05/12/2020,1901,44,,
E12000008,South East,region,04/12/2020,2354,56,,
E12000008,South East,region,03/12/2020,2309,56,,
E12000008,South East,region,02/12/2020,2298,44,,
E12000008,South East,region,01/12/2020,2304,48,,
E12000008,South East,region,30/11/2020,2442,33,,
E12000008,South East,region,29/11/2020,1495,49,,
E12000008,South East,region,28/11/2020,1482,36,,
E12000008,South East,region,27/11/2020,2086,39,,
E12000008,South East,region,26/11/2020,1776,48,,
E12000008,South East,region,25/11/2020,2077,53,,
E12000008,South East,region,24/11/2020,1985,38,,
E12000008,South East,region,23/11/2020,2400,45,,
E12000008,South East,region,22/11/2020,1308,41,,
E12000008,South East,region,21/11/2020,1498,32,,
E12000008,South East,region,20/11/2020,1915,32,,
E12000008,South East,region,19/11/2020,1930,37,,
E12000008,South East,region,18/11/2020,2308,42,,
E12000008,South East,region,17/11/2020,2311,30,,
E12000008,South East,region,16/11/2020,3057,34,,
E12000008,South East,region,15/11/2020,1719,37,,
E12000008,South East,region,14/11/2020,1823,31,,
E12000008,South East,region,13/11/2020,2761,28,,
E12000008,South East,region,12/11/2020,2671,26,,
E12000008,South East,region,11/11/2020,2751,25,,
E12000008,South East,region,10/11/2020,2645,25,,
E12000008,South East,region,09/11/2020,3030,33,,
E12000008,South East,region,08/11/2020,1983,22,,
E12000008,South East,region,07/11/2020,1734,20,,
E12000008,South East,region,06/11/2020,1957,20,,
E12000008,South East,region,05/11/2020,1957,14,,
E12000008,South East,region,04/11/2020,1975,15,,
E12000008,South East,region,03/11/2020,2002,20,,
E12000008,South East,region,02/11/2020,2579,20,,
E12000008,South East,region,01/11/2020,1030,23,,
E12000008,South East,region,31/10/2020,1228,27,,
E12000008,South East,region,30/10/2020,1730,11,,
E12000008,South East,region,29/10/2020,1727,11,,
E12000008,South East,region,28/10/2020,1644,15,,
E12000008,South East,region,27/10/2020,1718,7,,
E12000008,South East,region,26/10/2020,1883,15,,
E12000008,South East,region,25/10/2020,984,11,,
E12000008,South East,region,24/10/2020,1109,10,,
E12000008,South East,region,23/10/2020,1444,10,,
E12000008,South East,region,22/10/2020,1453,9,,
E12000008,South East,region,21/10/2020,1663,13,,
E12000008,South East,region,20/10/2020,1629,10,,
E12000008,South East,region,19/10/2020,1425,11,,
E12000008,South East,region,18/10/2020,776,6,,
E12000008,South East,region,17/10/2020,791,4,,
E12000008,South East,region,16/10/2020,970,3,,
E12000008,South East,region,15/10/2020,979,6,,
E12000008,South East,region,14/10/2020,1090,3,,
E12000008,South East,region,13/10/2020,1045,3,,
E12000008,South East,region,12/10/2020,876,8,,
E12000008,South East,region,11/10/2020,492,5,,
E12000008,South East,region,10/10/2020,569,3,,
E12000008,South East,region,09/10/2020,785,2,,
E12000008,South East,region,08/10/2020,978,5,,
E12000008,South East,region,07/10/2020,913,4,,
E12000008,South East,region,06/10/2020,688,1,,
E12000008,South East,region,05/10/2020,750,2,,
E12000008,South East,region,04/10/2020,563,2,,
E12000008,South East,region,03/10/2020,546,2,,
E12000008,South East,region,02/10/2020,642,3,,
E12000008,South East,region,01/10/2020,525,5,,
E12000008,South East,region,30/09/2020,493,2,,
E12000008,South East,region,29/09/2020,351,4,,
E12000008,South East,region,28/09/2020,376,7,,
E12000008,South East,region,27/09/2020,269,1,,
E12000008,South East,region,26/09/2020,218,3,,
E12000008,South East,region,25/09/2020,321,2,,
E12000008,South East,region,24/09/2020,294,2,,
E12000008,South East,region,23/09/2020,259,2,,
E12000008,South East,region,22/09/2020,267,0,,
E12000008,South East,region,21/09/2020,228,2,,
E12000008,South East,region,20/09/2020,175,0,,
E12000008,South East,region,19/09/2020,175,3,,
E12000008,South East,region,18/09/2020,201,1,,
E12000008,South East,region,17/09/2020,166,1,,
E12000008,South East,region,16/09/2020,149,2,,
E12000008,South East,region,15/09/2020,138,2,,
E12000008,South East,region,14/09/2020,153,1,,
E12000008,South East,region,13/09/2020,62,2,,
E12000008,South East,region,12/09/2020,140,2,,
E12000008,South East,region,11/09/2020,166,1,,
E12000008,South East,region,10/09/2020,217,1,,
E12000008,South East,region,09/09/2020,171,0,,
E12000008,South East,region,08/09/2020,198,0,,
E12000008,South East,region,07/09/2020,208,0,,
E12000008,South East,region,06/09/2020,181,0,,
E12000008,South East,region,05/09/2020,161,0,,
E12000008,South East,region,04/09/2020,236,1,,
E12000008,South East,region,03/09/2020,231,1,,
E12000008,South East,region,02/09/2020,208,1,,
E12000008,South East,region,01/09/2020,129,1,,
E12000008,South East,region,31/08/2020,123,3,,
E12000008,South East,region,30/08/2020,103,0,,
E12000008,South East,region,29/08/2020,107,1,,
E12000008,South East,region,28/08/2020,118,2,,
E12000008,South East,region,27/08/2020,131,3,,
E12000008,South East,region,26/08/2020,121,0,,
E12000008,South East,region,25/08/2020,95,2,,
E12000008,South East,region,24/08/2020,94,0,,
E12000008,South East,region,23/08/2020,86,1,,
E12000008,South East,region,22/08/2020,83,0,,
E12000008,South East,region,21/08/2020,115,0,,
E12000008,South East,region,20/08/2020,132,1,,
E12000008,South East,region,19/08/2020,118,1,,
E12000008,South East,region,18/08/2020,81,1,,
E12000008,South East,region,17/08/2020,110,0,,
E12000008,South East,region,16/08/2020,37,1,,
E12000008,South East,region,15/08/2020,47,1,,
E12000008,South East,region,14/08/2020,99,2,,
E12000008,South East,region,13/08/2020,76,1,,
E12000008,South East,region,12/08/2020,86,0,,
E12000008,South East,region,11/08/2020,80,0,,
E12000008,South East,region,10/08/2020,119,4,,
E12000008,South East,region,09/08/2020,31,2,,
E12000008,South East,region,08/08/2020,32,1,,
E12000008,South East,region,07/08/2020,56,1,,
E12000008,South East,region,06/08/2020,64,3,,
E12000008,South East,region,05/08/2020,73,2,,
E12000008,South East,region,04/08/2020,74,0,,
E12000008,South East,region,03/08/2020,77,2,,
E12000008,South East,region,02/08/2020,21,2,,
E12000008,South East,region,01/08/2020,30,2,,
E12000008,South East,region,31/07/2020,42,5,,
E12000008,South East,region,30/07/2020,66,1,,
E12000008,South East,region,29/07/2020,81,3,,
E12000008,South East,region,28/07/2020,66,4,,
E12000008,South East,region,27/07/2020,88,1,,
